Counter                                                                                   ID  
Операций выделения в секунду                                                              4772
Операций записи (восстановления) при вводе-выводе для базы данных/с                       3484
Операций записи в журнал при вводе-выводе/с                                               3522
Операций записи в журнал/с                                                                3112
Операций записи в почтовый слот/с                                                         82  
Операций записи данных на месте/сек                                                       4774
Операций записи для карты записи на диск в секунду (операции ввода и вывода)              3512
Операций записи коротких пакетов/сек                                                      306 
Операций записи на диск TLB при вводе-выводе/с                                            8728
Операций записи на диск TLB при глобальном вводе-выводе/с                                 8906
Операций записи на диск TLB при локальном вводе-выводе/с                                  8910
Операций записи пакетов/сек                                                               302 
Операций записи при вводе-выводе для (прикрепленной) базы данных/с                        3470
Операций записи при вводе-выводе для базы данных/с                                        3498
Операций записи прямого доступа/сек                                                       300 
Операций записи файлов/с                                                                  12  
Операций записи/сек                                                                       298 
Операций поиска файлов                                                                    366 
Операций сжатия данных в секунду                                                          4840
Операций управления файлами/с                                                             14  
Операций чтения (восстановления) при вводе-выводе для базы данных/с                       3428
Операций чтения журнала при вводе-выводе/с                                                3456
Операций чтения потоковых резервных копий страниц/с                                       3350
Операций чтения при вводе-выводе для (прикрепленной) базы данных/с                        3414
Операций чтения при вводе-выводе для базы данных/с                                        3442
Операций чтения прямого доступа/сек                                                       290 
Операций чтения файлов/с                                                                  10  
Операций чтения/сек                                                                       288 
Отброшенных пакетов/сек                                                                   5112
Отброшенных сообщений в очереди                                                           6136
Отброшенных сообщений в очереди за секунду                                                6138
Отброшенных сообщений надежного обмена                                                    6184
Отброшенных сообщений надежного обмена за секунду                                         6186
Отброшено входящих пакетов/с                                                              6430
Отброшено входящих пакетов/сек                                                            6310
Отброшено запросов подключения TCP на быстром пути с замыканием на себя                   7478
Отброшено запросов подключения TCP на быстром пути с замыканием на себя в секунду         7480
Отброшено исходящих пакетов/с                                                             6340
Отброшено исходящих пакетов/сек                                                           6312
Отброшено пакетов                                                                         7436
Отброшено пакетов ошибок ICMP                                                             6288
Отброшено пакетов ошибок ICMP/с                                                           6286
Отброшено пакетов/с                                                                       7438
Отброшено пакетов/сек                                                                     6314
Отброшено полученных датаграмм                                                            560 
Отброшено полученных пакетов                                                              528 
Отброшено потоков                                                                         5142
Отвергнуто запросов блокирования                                                          356 
Отказов выгружаемого страничного пула                                                     376 
Отказов на операцию записи/сек                                                            310 
Отказов на операцию чтения/сек                                                            308 
Отказов невыгружаемого страничного пула                                                   370 
Отказов подключений                                                                       648 
Отклоненных сообщений в очереди                                                           6132
Отклоненных сообщений в очереди за секунду                                                6134
Отклонено запросов подключения или отправки в режиме пониженного энергопотребления        7482
Отклонено изменений потоков                                                               5146
Отклонено подключений                                                                     6054
Отклонено подключений/с                                                                   6052
Отключений от сервера                                                                     326 
Откомпилированных байтов IL по требованию                                                 3868
Откомпилированных байтов IL по требованию/сек                                             3872
Откомпилированных методов по требованию                                                   3866
Открыто потоков                                                                           5138
Открыто таблиц                                                                            3014
Открыто таблиц/с                                                                          3010
Открыто файлов в секунду                                                                  7640
Открытых файлов                                                                           362 
Отложенных DPC/с                                                                          4548
Отложенных повторов документов                                                            4328
Отложенных прерываний/с                                                                   8802
Отложенных согласований в быстром режиме                                                  6494
Отложенных согласований в основном режиме                                                 6474
Отложенных согласований в расширенном режиме                                              6612
Отложенных сопоставлений безопасности                                                     6372
Отмен размещения контейнера от быстрого уровня/сек                                        4786
Отмен размещения контейнера от медленного уровня/сек                                      4784
Отмена размещения: исключений в секунду                                                   7244
Отмена размещения: операций в секунду                                                     7236
Отмена размещения: оптимизированных операций в секунду                                    7242
Отмена размещения: передач в секунду                                                      7254
Отмена размещения: скорость исключения (байт/с)                                           7248
Отмена размещения: скорость передачи (байт/с)                                             7260
Отмена размещения: ср. время операции (с)                                                 7238
Отмена размещения: ср. длина очереди                                                      7240
Отмена размещения: ср. объем исключения (байт)                                            7250
Отмена размещения: ср. объем исключения на операцию (байт)                                7252
Отмена размещения: ср. объем передачи (байт)                                              7262
Отмена размещения: ср. объем передачи на операцию (байт)                                  7264
Отмена размещения: ср. число исключений на операцию                                       7246
Отмена размещения: ср. число передач на исключение                                        7258
Отмена размещения: ср. число передач на операцию                                          7256
Отмена размещения: текущая длина очереди                                                  7234
Отменено операций транзакций                                                              6120
Отменено операций транзакций за секунду                                                   6122
Отменено регистраций Uris для net.pipe                                                    4120
Отображений данных/с                                                                      88  
Отправленные уведомления о прерывании/с                                                   9038
Отправленные уведомления о проверке/с                                                     9040
Отправленных APIC IPI/с                                                                   8868
Отправленных запросов в секунду                                                           7812
Отправленных пакетов/сек                                                                  4526
Отправленных себе APIC IPI/с                                                              8870
Отправленных сообщений Flood в секунду                                                    7816
Отправлено UDP-пакетов/с                                                                  8376
Отправлено байт                                                                           7432
Отправлено байт в режиме туннелирования/с                                                 6380
Отправлено байт в транспортном режиме/с                                                   6384
Отправлено байт хэша SMB BranchCache V2                                                   1834
Отправлено байт хэша службы BranchCache SMB                                               1274
Отправлено байт/с                                                                         7434
Отправлено байтов в секунду                                                               7704
Отправлено датаграмм/сек                                                                  442 
Отправлено запросов в секунду                                                             7820
Отправлено запросов маршрутизатора                                                        1562
Отправлено запросов на маску адреса                                                       634 
Отправлено запросов на отметку времени/сек                                                630 
Отправлено запросов окружения                                                             1566
Отправлено запросов участия                                                               1556
Отправлено неодноадресных пакетов/сек                                                     538 
Отправлено объявлений в секунду                                                           7808
Отправлено одноадресных пакетов/сек                                                       536 
Отправлено ответов отметки времени/сек                                                    632 
Отправлено ответов с маской адреса                                                        636 
Отправлено ответов хэша службы BranchCache SMB                                            1272
Отправлено откликов хэша SMB BranchCache V2                                               1832
Отправлено отчетов участия                                                                1558
Отправлено очень больших пакетов                                                          1554
Отправлено пакетов/сек                                                                    1054
Отправлено разгруженных байт/с                                                            6390
Отправлено сегментов/сек                                                                  654 
Отправлено сообщений Ack в секунду                                                        7828
Отправлено сообщений Ack/сек                                                              7054
Отправлено сообщений Authority в секунду                                                  7824
Отправлено сообщений Authority/сек                                                        7050
Отправлено сообщений 'Destination Unreachable'                                            616 
Отправлено сообщений Flood/сек                                                            7042
Отправлено сообщений Lookup в секунду                                                     7832
Отправлено сообщений Lookup/сек                                                           7058
Отправлено сообщений 'Parameter Problem'                                                  620 
Отправлено сообщений 'Source Quench'                                                      622 
Отправлено сообщений 'Time Exceeded'                                                      618 
Отправлено сообщений запросов/сек                                                         7046
Отправлено сообщений о перенаправлении/сек                                                624 
Отправлено сообщений объявлений/сек                                                       7034
Отправлено сообщений/сек                                                                  612 
Отправлено страниц                                                                        4708
Отправлено уведомлений маршрутизатора                                                     1564
Отправлено уведомлений окружения                                                          1568
Отправлено уменьшения участия                                                             1560
Отправлено факсов                                                                         4710
Отправлено эхо-ответов/сек                                                                628 
Отправлено эхо-сообщений/сек                                                              626 
Отражено ошибок гостевых страниц/с                                                        8824
Отсутствующие байты виртуального диска                                                    7072
Отсутствующие элементы виртуального диска                                                 7070
Отфильтровано документов                                                                  4362
Отфильтровано документов Office                                                           4222
Отфильтровано текстовых документов                                                        4226
Очистки кэша данных L1 гипервизора/с                                                      8672
Очисток адресного домена/с                                                                8844
Очисток адресного пространства/с                                                          8846
Очисток глобального диапазона GVA/сек                                                     8848
Ошибки - ошибки передачи в этом сеансе                                                    4974
Ошибки - ошибки получения в этом сеансе                                                   4976
Ошибки - ошибок передачи на сервере                                                       4992
Ошибки - ошибок получения на сервере                                                      4994
Ошибки - ошибок проверки подлинности                                                      4988
Ошибки контрольной суммы TCP                                                              7484
Ошибки очереди выполнения RDMA                                                            4592
Ошибок CRC                                                                                4066
Ошибок DMA устройства                                                                     8734
Ошибок вложенных страниц ОЗУ со SLAT/c                                                    9002
Ошибок входа                                                                              1018
Ошибок выравнивания                                                                       4072
Ошибок заданий                                                                            1472
Ошибок записи в почтовый слот                                                             808 
Ошибок запроса обнуления/с                                                                38  
Ошибок исходящих сообщений                                                                614 
Ошибок кэш-памяти/с                                                                       36  
Ошибок открытия почтового слота/сек                                                       810 
Ошибок отправки                                                                           7026
Ошибок отправки при использовании net.pipe                                                4100
Ошибок отправки при использовании net.tcp                                                 4098
Ошибок отправки сообщений за секунду                                                      1914
Ошибок отсутствия права доступа                                                           350 
Ошибок 'Отсутствует бумага'                                                               1468
Ошибок предоставленного доступа                                                           352 
Ошибок прерываний устройств                                                               8732
Ошибок при передаче факсов                                                                4702
Ошибок при получении сообщений                                                            588 
Ошибок при сборке фрагментов                                                              574 
Ошибок при фрагментации                                                                   578 
Ошибок приема                                                                             7028
Ошибок приема в почтовый слот                                                             806 
Ошибок 'Принтер не готов'                                                                 1470
Ошибок проверки безопасности и аутентификации                                             6172
Ошибок проверки безопасности и аутентификации за секунду                                  6174
Ошибок протокола file                                                                     4206
Ошибок протокола при использовании net.pipe                                               4096
Ошибок протокола при использовании net.tcp                                                4094
Ошибок распределения объявлений сервера/с                                                 168 
Ошибок распределения почтовых слотов                                                      170 
Ошибок системы                                                                            354 
Ошибок страницы физической памяти со SLAT/c                                               9006
Ошибок страницы/с                                                                         28  
Ошибок таймаута                                                                           4068
Ошибок транзита/с                                                                         34  
Ошибочных отклонений при адаптивном обходе содержимого                                    4256
Пакетов без проверки подлинности                                                          6396
Пакетов без проверки подлинности/с                                                        6398
Пакетов в секвенсоре - максимум                                                           5160
Пакетов в секвенсоре в среднем                                                            5158
Пакетов в сетевой плате - максимум                                                        5162
Пакетов в формирователе - максимум                                                        5156
Пакетов в формирователе в среднем                                                         5154
Пакетов вне                                                                               5136
Пакетов отброшено                                                                         5094
Пакетов с неверным SPI                                                                    6374
Пакетов с неверным SPI/с                                                                  6376
Пакетов с ошибкой определения ответа                                                      6392
Пакетов с ошибкой определения ответа/с                                                    6394
Пакетов, не прошедших проверку ESP                                                        6408
Пакетов, не прошедших проверку ESP/с                                                      6410
Пакетов, не прошедших проверку UDP-ESP/с                                                  6414
Пакетов, не прошедших проверку UPD-ESP                                                    6412
Пакетов, обработанных диспетчером                                                         5096
Пакетов, обработанных диспетчером/сек                                                     5110
Пакетов, отправленных в этом сеансе                                                       4968
Пакетов, полученных в этом сеансе                                                         4966
Пакетов, преобразованных из внешних во внутренние                                         6280
Пакетов, преобразованных из внутренних во внешние                                         6276
Пакетов, преобразуемых из внешних во внутренние/с                                         6278
Пакетов, преобразуемых из внутренних во внешние/с                                         6274
Пакетов, разворачиваемых внутри домена маршрутизации                                      6296
Пакетов, разворачиваемых внутри домена маршрутизации/с                                    6294
Пакетов, разворачиваемых между доменами маршрутизации                                     6292
Пакетов, разворачиваемых между доменами маршрутизации/с                                   6290
Пакетов/сек                                                                               400 
Пакеты ISO, ошибок/сек                                                                    1896
Память, унаследованная из поколения 0                                                     3788
Память, унаследованная из поколения 1                                                     3790
Пассивных подключений                                                                     646 
Переадресованные запросы Kerberos                                                         1594
Переданных пакетов                                                                        5098
Передано байт                                                                             4478
Передано байт отключенными клиентами                                                      5180
Передано байт/с                                                                           7614
Передано байт/сек                                                                         5104
Передано байтов                                                                           4620
Передано байтов/с                                                                         4622
Передано датаграмм                                                                        4482
Передано кадров/сек                                                                       4082
Передано несоответствующих пакетов                                                        5166
Передано несоответствующих пакетов/сек                                                    5168
Передано пакетов                                                                          7428
Передано пакетов/с                                                                        7430
Передано пакетов/сек                                                                      278 
Передач/с                                                                                 7734
Передача ошибок/сек                                                                       1900
Переключений пространства адресов/с                                                       8842
Переключений таблицы вложенной страницы MBEC/с                                            8902
Переносов и переименований документов                                                     4264
Переотправлено сегментов/сек                                                              656 
Переполнений буфера                                                                       4074
Переполнений посл.порта                                                                   4070
Перераспределение виртуального диска: замены в байтах                                     7136
Перераспределение виртуального диска: число замен                                         7134
Переслано внешних прерываний/с                                                            8950
Переслано гипервызовов/с                                                                  8914
Переслано датаграмм/сек                                                                   556 
Переслано других перехватов/с                                                             8946
Переслано инструкций CPUID/с                                                              8938
Переслано инструкций HLT/с                                                                8930
Переслано инструкций MWAIT/с                                                              8934
Переслано инструкций ввода-вывода/с                                                       8926
Переслано недействительных страниц/с                                                      8918
Переслано обращений к MSR/с                                                               8942
Переслано обращений к регистрам отладки/с                                                 8962
Переслано обращений к регистрам управления/с                                              8922
Переслано отложенных прерываний/с                                                         8954
Переслано перехватов ошибок страниц/с                                                     8966
Переслано эмулированных инструкций/с                                                      8958
Перехватов записи в таблицу страниц/с                                                     8862
Перехватов инструкции InvEpt Single Context/с                                             9014
Перехватов ошибок вложенных страниц/с                                                     8890
Перехватов ошибок страниц/с                                                               8814
Перехватов эмуляции InvEpt All Context/с                                                  9010
Перехватов эмуляции InvVpid All Context/с                                                 9018
Перехватов эмуляции InvVpid Single Address/с                                              9026
Перехватов эмуляции InvVpid Single Context/с                                              9022
Перехватов эмуляции VMCLEAR/с                                                             8970
Перехватов эмуляции VMPTRLD/с                                                             8974
Перехватов эмуляции VMPTRST/с                                                             8978
Перехватов эмуляции VMREAD/с                                                              8982
Перехватов эмуляции VMWRITE/с                                                             8986
Перехватов эмуляции VMXOFF/с                                                              8990
Перехватов эмуляции VMXON/с                                                               8994
Переходных многоцелевых страниц/сек                                                       824 
Переходов в режим пониженного энергопотребления (за время существования)                  4610
Переходы в текущий режим ожидания                                                         8596
Переходы между платформами в неактивном режиме                                            8598
Периодический простой контроллера узла                                                    1908
Печатаемых байт/с                                                                         1454
Пиковая длина очереди                                                                     3900
Питание                                                                                   7750
Повторно используемых байтов                                                              7270
Повторно отправленные                                                                     8388
Повторно подключенных дескрипторов восстановления                                         1278
Повторно создаваемые байты виртуального диска                                             7088
Повторно создаваемые элементы виртуального диска                                          7086
Повторно создано ключей сопоставлений безопасности                                        6404
Повторных подключений к серверу                                                           316 
Повторов                                                                                  4246
Подзапросов на запись/с                                                                   6072
Подзапросов на чтение/с                                                                   6068
Подключений к Lan Manager 2.0                                                             320 
Подключений к Lan Manager 2.1                                                             322 
Подключений к Windows NT                                                                  324 
Подключений к серверам базового уровня                                                    318 
Подключенные устройства                                                                   8724
Подозрительных сообщений в очереди                                                        6128
Подозрительных сообщений в очереди за секунду                                             6130
Подтверждений переподключения со стороны клиента SSL                                      1586
Подтверждений переподключения со стороны сервера SSL                                      1590
Поиски                                                                                    7014
Полных очисток виртуального TLB/с                                                         8704
Полных подтверждений со стороны клиента SSL                                               1584
Полных подтверждений со стороны сервера SSL                                               1588
Получений семафора                                                                        8232
Полученных запросов в секунду                                                             7814
Полученных запросов на согласование в основном режиме                                     6488
Полученных запросов на согласование в основном режиме/с                                   6490
Полученных пакетов/сек                                                                    4512
Полученных сообщений Flood в секунду                                                      7818
Получено UDP-пакетов в секунду                                                            8368
Получено байт                                                                             4722
Получено байт в режиме туннелирования/с                                                   6378
Получено байт отключенными клиентами                                                      5178
Получено байт разгрузки TCP/сек                                                           4544
Получено байт/с                                                                           7604
Получено байт/сек                                                                         4080
Получено байтов                                                                           4630
Получено байтов в секунду                                                                 7706
Получено байтов/с                                                                         4632
Получено входящих пакетов/с                                                               6426
Получено датаграмм                                                                        4480
Получено датаграмм неопознанного протокола                                                558 
Получено датаграмм с другими ошибками                                                     666 
Получено датаграмм с ошибками адреса                                                      554 
Получено датаграмм с ошибками заголовка                                                   552 
Получено датаграмм/сек                                                                    446 
Получено запросов маршрутизатора                                                          1544
Получено запросов на маску адреса                                                         608 
Получено запросов на отметку времени/сек                                                  604 
Получено запросов окружения                                                               1550
Получено запросов участия                                                                 1538
Получено запросов хэша SMB BranchCache V2                                                 1830
Получено запросов хэша службы BranchCache SMB                                             1270
Получено кадров                                                                           4060
Получено кадров/сек                                                                       4084
Получено недопустимых пакетов/с                                                           6642
Получено неодноадресных пакетов/сек                                                       526 
Получено нераспознанных сообщений                                                         7062
Получено объявлений в секунду                                                             7810
Получено одноадресных пакетов/сек                                                         524 
Получено ответов отметки времени/сек                                                      606 
