Counter                                                                                   ID  
Входящие — принятые сервером Teredo пакеты с ошибками: всего                              4902
Входящие — принятые сервером Teredo пакеты с ошибками: ошибка заголовка                   4904
Входящие — принятые сервером Teredo пакеты с ошибками: ошибка источника                   4906
Входящие — принятые сервером Teredo пакеты с ошибками: ошибка назначения                  4908
Входящие — принятые сервером Teredo пакеты с ошибками: ошибка проверки подлинности        4910
Входящие - принятых ретранслятором Teredo пакетов с ошибками: всего                       4928
Входящие — сигнальные пакеты Teredo                                                       4868
Входящие — успешно принятые ретранслятором Teredo пакеты: пакеты данных                   4926
Входящие — успешно принятые ретранслятором Teredo пакеты: сигнальные пакеты               4924
Входящие — успешно принятые сервером Teredo пакеты: RS-Primary                            4898
Входящие — успешно принятые сервером Teredo пакеты: RS-Secondary                          4900
Входящие — успешно принятые сервером Teredo пакеты: сигнальные пакеты                     4894
Входящие — успешно принятые сервером Teredo пакеты: эхо-пакеты                            4896
Входящие - успешно принятых ретранслятором Teredo пакетов: всего                          4922
Входящие - успешно принятых сервером Teredo пакетов: всего                                4892
Входящие запросы для NTP-сервера                                                          7780
Входящие подключения                                                                      6326
Входящий - успешные пакеты ретранслятора Teredo: пакеты данных в пользовательском режиме  4956
Входящий - успешные пакеты ретранслятора Teredo: пакеты данных в режиме ядра              4958
Входящих звонков/сек                                                                      3754
Входящих кадров в секунду                                                                 8336
Входящих подключений                                                                      6354
Входящих сегментов TCP в секунду, не обработанных через быстрый путь                      7476
Входящих сегментов TCP, не обработанных через быстрый путь                                7474
Вывод страниц/с                                                                           48  
Выгружаемый пул (пик)                                                                     378 
Выгруженные рабочие процессы                                                              7350
Выгружено потоков операций                                                                4128
Выгружено потоков операций за секунду                                                     4130
Выделений кэша/с                                                                          4748
Выделенный кэш                                                                            4730
Выделенный кэш базы данных                                                                2364
Выделенный кэш базы данных (МБ)                                                           2362
Выделенных сегментов версий                                                               3122
Выделено байт/сек                                                                         3812
Вызовов                                                                                   6156
Вызовов возврата пакетов/сек                                                              4508
Вызовов добавления сетевого принтера                                                      1476
Вызовов за секунду                                                                        6158
Вызовов завершения передачи пакетов/сек                                                   4524
Вызовов запросов разгрузки отправки TCP/сек.                                              4542
Вызовов изменения таблицы косвенных обращений RSS/сек                                     4534
Вызовов нумерации сетевого принтера                                                       1474
Вызовов передачи пакетов/сек                                                              4520
Вызовов с ошибками                                                                        6162
Вызовов с ошибками за секунду                                                             6164
Вызовов создания списка записи и выборки/сек                                              4532
Выполнение рабочих процессов                                                              7326
Выполнено потоков операций                                                                4158
Выполнено соединений через net.pipe                                                       4104
Выполнено соединений через net.tcp                                                        4102
Выполняющихся операций обхода содержимого                                                 4230
Высокоточная температура                                                                  6044
Вытеснений из адресного пространства/с                                                    8840
Вытеснений из таблицы страниц во вложенном объекте TLB/с                                  9032
Вытеснений из таблицы страниц/с                                                           8852
Вытеснений страниц базы данных/с                                                          2334
Вычисленное отклонение времени                                                            7772
Гипервызовов виртуального MMU/с                                                           8884
Гипервызовов виртуального прерывания/с                                                    8882
Гипервызовов виртуального процессора/с                                                    8886
Гипервызовов долгой спин-блокировки/с                                                     8876
Гипервызовов искусственного прерывания/с                                                  8880
Гипервызовов логического процессора/с                                                     8874
Гипервызовов пространства GPA/с                                                           8872
Гипервызовов пространства физических адресов для очистки/с                                9034
Гипервызовов списка физических адресов для очистки/с                                      9036
Гипервызовов/с                                                                            8762
Глубина контрольной точки версии журнала                                                  3034
Глубина контрольных точек журнала в % от целевого значения                                3042
Глубина от выдачи до захвата                                                              3954
Глубина прохода стека                                                                     3926
Глубина устойчивости к потере версии журнала                                              3048
Дайджест-проверка подлинности                                                             1592
Датаграмм 'No Port'/сек                                                                   664 
Датаграмм/сек                                                                             438 
Действительных наборов идентификаторов заданий                                            4368
Держатели семафора                                                                        8230
Дескрипторов контекста                                                                    1674
Дескрипторов учетных данных                                                               1672
Диспетчер размещения действий: количество входящих запросов в секунду                     5054
Диспетчер размещения действий: количество занятых ведущих процессов                       5048
Диспетчер размещения действий: количество запросов со сбоями в очереди                    5052
Диспетчер размещения действий: количество запросов со сбоями в секунду                    5050
Диспетчер размещения действий: количество ликвидированных ведущих процессов               5060
Диспетчер размещения действий: количество ожидающих запросов в очереди                    5056
Диспетчер размещения действий: количество созданных ведущих процессов                     5058
Диспетчер размещения действий: размер пула ведущих процессов                              5062
Диспетчеризаций логического процессора/с                                                  8894
Длина активной очереди                                                                    4294
Длина очереди                                                                             1302
Длина очереди вывода                                                                      544 
Длина очереди процессора                                                                  44  
Длина очереди/сек                                                                         3902
Длинных операций записи/сек                                                               304 
Длинных чтений/сек                                                                        294 
Длительность - длительность сеанса (в секундах)                                           4978
Длительность вызовов                                                                      6170
Длительность поиска сборки                                                                3836
Добавлений документов                                                                     4168
Добавлено сопоставлений безопасности                                                      6406
Добавочных обходов содержимого                                                            4240
Доверенных AS-запросов ключа KDC                                                          1634
Допустимость HiPerf                                                                       9166
Досрочно создано файлов журнала                                                           3052
Доставлено полученных датаграмм/сек                                                       562 
Доступно байт                                                                             24  
Доступно КБ                                                                               1380
Доступно МБ                                                                               1824
Доступные TCP-порты                                                                       6302
Доступные UDP-порты                                                                       6306
Доступных потоков                                                                         1306
Доступных рабочих элементов                                                               1308
Другие отраженные гостевые исключения/с                                                   8904
Других гипервызовов/с                                                                     8878
Других прерываний/с                                                                       8794
Других сообщений/с                                                                        8834
Дублирование объявлений гл.обозревателя                                                   812 
За данный период мсек польз. режима                                                       1510
За данный период мсек процессора                                                          1508
За данный период мсек режима ядра                                                         1512
Заблокировано входящих подключений/с                                                      6346
Заблокировано входящих подключений/сек                                                    6318
Заблокировано исходящих подключений/с                                                     6348
Заблокировано исходящих подключений/сек                                                   6320
Заблокировано привязок                                                                    6344
Завершенные рабочие процессы                                                              7328
Завершено отправленных пакетов/сек                                                        4530
Завершено потоков операций                                                                4144
Завершено потоков операций за секунду                                                     4146
Зависаний сеансов сервера                                                                 328 
Загруженные рабочие процессы                                                              7346
Загружено классов на текущий момент                                                       3848
Загружено контекстно-привязанных классов                                                  3936
Загружено потоков операций                                                                4132
Загружено потоков операций за секунду                                                     4134
Заданий                                                                                   1458
Заданий, обрабатываемых диспетчером очереди                                               1464
Задач дефрагментации                                                                      2944
Задержанных документов                                                                    4302
Задержек кредита/с                                                                        7416
Задержка записи отмены размещения на быстром уровне (100 нс)                              4804
Задержка записи отмены размещения на медленном уровне (100 нс)                            4796
Задержка записи со сжатием (100 нс)                                                       4846
Задержка контрольной точки (100 нс)                                                       4820
Задержка обновления дерева (100 нс)                                                       4816
Задержка обрезания (100 нс)                                                               4836
Задержка циклического прохождения пакетов NTP                                             7776
Задержка чтения отмены размещения на быстром уровне (100 нс)                              4800
Задержка чтения отмены размещения на медленном уровне (100 нс)                            4792
Задержка чтения со сжатием (100 нс)                                                       4842
Заимствованных рабочих элементов                                                          1310
Закрепленных объектов                                                                     3826
Закрыто потоков                                                                           5140
Закрытых таблиц/с                                                                         3012
Записано байт метаданных кэша/с                                                           4768
Записано байт/с                                                                           1328
Записано байтов в секунду                                                                 7372
Записано байтов файловой системой                                                         6034
Записано в журнал байтов/с                                                                3016
Записано в кэш байт/с                                                                     284 
Записано не страничных байт/с                                                             282 
Записано сетевых байт/с                                                                   286 
Записано страничных байт/с                                                                280 
Записей кэша при обновлении в байтах/с                                                    4764
Записей кэша при обновлении/с                                                             4754
Записей о документах                                                                      4290
Записи в журнал/с                                                                         4828
Записи кэша                                                                               7016
Записи на диск средства прогнозирования ветвления гипервизора/с                           8670
Запись копий страниц/с                                                                    32  
Запись кэша                                                                               7790
Заполнение журнала, в процентах                                                           4834
Заполнений TLB больших страниц/с                                                          8820
Заполнений TLB малых страниц/с                                                            8822
Заполнений кэша в байтах/с                                                                4762
Заполнений кэша/с                                                                         4752
Запрещенные привязки                                                                      6316
Запросов                                                                                  4376
Запросов данных в секунду                                                                 7396
Запросов кэша базы данных/с                                                               3284
Запросов метаданных в секунду                                                             7414
Запросов на запись в секунду                                                              7376
Запросов на запись, переданных через BypassCSV в секунду                                  7594
Запросов на запись, переданных через SMB Direct/с                                         7424
Запросов на список серверов/с                                                             84  
Запросов на чтение в секунду                                                              7374
Запросов на чтение, переданных через BypassCSV в секунду                                  7596
Запросов на чтение, переданных через SMB Direct/с                                         7422
Запросов на широковещательную рассылку IPI/с                                              5952
Запросов на широковещательную рассылку IPI/сек                                            5840
Запросов процедур рассылки IPI/с                                                          5954
Запросов процедур рассылки IPI/сек                                                        5842
Запросов/с                                                                                7606
Запросы заголовка хэша SMB BranchCache V2                                                 1826
Запросы заголовка хэша службы BranchCache SMB                                             1266
Запросы на создание хэша SMB BranchCache V2                                               1828
Запросы на создание хэша службы BranchCache SMB                                           1268
Зарегистрировано Uris для net.pipe                                                        4116
Зарегистрировано Uris для net.tcp                                                         4114
Зарезервированный кэш базы данных                                                         2368
Зарезервированный кэш базы данных (МБ)                                                    2366
Зарезервировано байтов                                                                    7268
Затраты на вложенные записи виртуальной машины                                            9000
Затраты на внешние прерывания                                                             8800
Затраты на гипервызовы                                                                    8764
Затраты на другие прерывания                                                              8796
Затраты на инструкции CPUID                                                               8788
Затраты на инструкции HLT                                                                 8780
Затраты на инструкции MWAIT                                                               8784
Затраты на инструкции ввода-вывода                                                        8776
Затраты на недействительные страницы                                                      8768
Затраты на обращения к MSR                                                                8792
Затраты на обращения к регистрам отладки                                                  8812
Затраты на обращения к регистрам управления                                               8772
Затраты на общую эмуляцию инструкций виртуализации                                        9064
Затраты на отложенные прерывания                                                          8804
Затраты на ошибки вложенных страниц ОЗУ со SLAT                                           9004
Затраты на ошибки вложенных страниц физической памяти со SLAT                             9008
Затраты на переадресацию гипервызовов                                                     8916
Затраты на переадресацию других перехватов                                                8948
Затраты на переадресацию инструкций CPUID                                                 8940
Затраты на переадресацию инструкций HLT                                                   8932
Затраты на переадресацию инструкций MWAIT                                                 8936
Затраты на переадресацию инструкций ввода-вывода                                          8928
Затраты на переадресацию недействительных страниц                                         8920
Затраты на переадресацию обращений к MSR                                                  8944
Затраты на переадресацию обращений к регистрам отладки                                    8964
Затраты на переадресацию обращений к регистрам управления                                 8924
Затраты на переадресацию отложенных прерываний                                            8956
Затраты на переадресацию перехватов ошибок страниц                                        8968
Затраты на переадресацию эмулированных инструкций                                         8960
Затраты на перехваты ошибок вложенных страниц                                             8892
Затраты на перехваты ошибок страниц                                                       8816
Затраты на переходы монитора                                                              8624
Затраты на эмулированные инструкции                                                       8808
Затраты на эмуляцию инструкции InvEpt All Context                                         9012
Затраты на эмуляцию инструкции InvEpt Single Context                                      9016
Затраты на эмуляцию инструкции InvVpid All Context                                        9020
Затраты на эмуляцию инструкции InvVpid Single                                             9028
Затраты на эмуляцию инструкции InvVpid Single Context                                     9024
Затраты на эмуляцию инструкции VMPTRLD                                                    8976
Затраты на эмуляцию инструкции VMPTRST                                                    8980
Затраты на эмуляцию инструкции VMREAD                                                     8984
Затраты на эмуляцию инструкции VMWRITE                                                    8988
Затраты на эмуляцию инструкции VMXOFF                                                     8992
Затраты на эмуляцию инструкции VMXON                                                      8996
Затраты на эмуляцию инструкций VMCLEAR                                                    8972
Зафиксировано операций транзакций                                                         6116
Зафиксировано операций транзакций в секунду                                               6118
Зафиксировано транзакций                                                                  1852
Зафиксировано транзакций/с                                                                1872
Защищенных AS-запросов к KDC                                                              1620
Защищенных TGS-запросов к KDC                                                             1622
Ид процесса                                                                               5090
Идентификатор потока                                                                      804 
Идентификатор процесса                                                                    3798
Избирательных пакетов/с                                                                   80  
Изменений документов                                                                      4176
Изменений пространства GPA/с                                                              8702
Измененных документов                                                                     4262
Измененных потоков                                                                        5144
Изохронно байт/сек                                                                        1878
Изохронных TD/с                                                                           7740
Индекс корневого ВП                                                                       8648
Индексов уровня 0 (списков слов)                                                          4382
Индикаций приема/сек                                                                      4506
Индикаций слабого получения ресурсов/сек                                                  4536
Инструкций CPUID/с                                                                        8786
Инструкций HLT/с                                                                          8778
Инструкций MWAIT/с                                                                        8782
Инструкций ввода-вывода/с                                                                 8774
Интервал отклика BITS при загрузке (мсек)                                                 3776
Исключений TCP RSC/с                                                                      1602
Искусственных прерываний/с                                                                8864
Использование памяти буферов -- выгружаемый пул                                           5934
Использование памяти буферов -- невыгружаемый пул                                         5936
Использовано байтов                                                                       7272
Используемая память                                                                       4766
Используемые TCP-порты                                                                    6300
Используемые UDP-порты                                                                    6304
Используемый объем кэша                                                                   4034
Используемых сеансов                                                                      2992
Используется блоков синхронизации                                                         3828
Используется страниц                                                                      7726
Исправлений выравнивания/сек                                                              686 
Источников уведомлений                                                                    4274
Исходных кадров в секунду                                                                 8352
Исходящие                                                                                 6960
Исходящие - всего отправленных байт                                                       4984
Исходящие - всего отправленных пакетов                                                    4998
Исходящие - всего перенаправленных байт                                                   4990
Исходящие — данные Teredo                                                                 4878
Исходящие — запросы маршрутов Teredo                                                      4874
Исходящие — общее число пакетов ретрансляции Teredo: успешные + ошибочные                 4936
Исходящие - общее число пакетов ретрансляции Teredo: успешных + ошибочных/c               4954
Исходящие — отправленные ретранслятором Teredo пакеты с ошибками: ошибка заголовка        4946
Исходящие — отправленные ретранслятором Teredo пакеты с ошибками: ошибка источника        4948
Исходящие — отправленные ретранслятором Teredo пакеты с ошибками: ошибка назначения       4950
Исходящие — пакеты сервера Teredo: RA-Primary                                             4912
Исходящие - пакеты сервера Teredo: RA-Secondary                                           4914
Исходящие — сигнальные пакеты Teredo                                                      4876
Исходящие — успешно отправленные ретранслятором Teredo пакеты                             4938
Исходящие — успешно отправленные ретранслятором Teredo пакеты: пакеты данных              4942
Исходящие — успешно отправленные ретранслятором Teredo пакеты: сигнальные пакеты          4940
Исходящие - число пакетов с ошибками, отправленных ретранслятором Teredo                  4944
Исходящие ответы NTP-сервера                                                              7782
Исходящие подключения                                                                     6328
Исходящий - данные Teredo в пользовательском режиме                                       4884
Исходящий - данные Teredo в режиме ядра                                                   4886
Исходящий - успешные пакеты ретранслятора Teredo: пакеты данных в пользовательском режиме 4960
Исходящий - успешные пакеты ретранслятора Teredo: пакеты данных в режиме ядра             4962
Исходящих датаграмм отброшено                                                             566 
Исходящих датаграмм с ошибкой 'Нет маршрута'                                              568 
Исходящих звонков/сек                                                                     3752
Исходящих кадров в секунду                                                                8340
Исходящих пакетов отброшено                                                               540 
Исходящих пакетов с ошибками                                                              542 
Исходящих подключений                                                                     6356
Итераций холостого цикла/сек                                                              4658
Итераций/сек                                                                              4654
Итого                                                                                     6748
Кадров передано                                                                           4058
Каналов                                                                                   3932
Качество кадра                                                                            8348
Классы HiPerf                                                                             9164
Клиентов администрирования                                                                4280
Код (ID) создавшего процесса                                                              1410
Количество CCW                                                                            3882
Количество возобновленных заданий рабочего процесса                                       5022
Количество возобновленных заданий рабочего процесса в секунду                             5024
Количество выполняемых заданий рабочего процесса в секунду                                5028
Количество выполняющихся заданий рабочего процесса                                        5026
Количество завершенных заданий рабочего процесса                                          5042
Количество завершенных заданий рабочего процесса в секунду                                5044
Количество заданий рабочего процесса со сбоями                                            5018
Количество заданий рабочего процесса со сбоями в секунду                                  5020
Количество неудачных запросов HttpWebRequest/сек.                                         4498
Количество ожидающих заданий рабочего процесса                                            5046
Количество ожидающих каналов VMT                                                          8248
Количество остановленных заданий рабочего процесса                                        5030
Количество остановленных заданий рабочего процесса в секунду                              5032
Количество отключенных каналов VMT                                                        8252
Количество отмененных запросов HttpWebRequest/сек.                                        4496
Количество отправленных сигналов о доступном месте                                        8268
Количество отправленных сигналов о доступном месте в секунду                              8270
Количество отправленных сигналов о доступных данных                                       8272
Количество отправленных сигналов о доступных данных в секунду                             8274
Количество перезапущенных уведомлений RDVGM                                               8256
Количество подключенных каналов VMT                                                       8250
Количество полученных сигналов о доступном месте                                          8260
Количество полученных сигналов о доступном месте в секунду                                8262
Количество полученных сигналов о доступных данных                                         8264
Количество полученных сигналов о доступных данных в секунду                               8266
Количество поставленных в очередь запросов HttpWebRequest/сек.                            4490
Количество приостановленных заданий рабочего процесса                                     5038
Количество приостановленных заданий рабочего процесса в секунду                           5040
Количество процессоров                                                                    4650
Количество сброшенных событий доступного места                                            8280
